# Frequencia	 Amplitude	 frequencia	 Amplitude
5.782575757575757480e-01	-4.190093657491518186e-01	5.782575757575757480e-01	-4.190089198950231464e-01
5.792580213903743003e-01	-4.190101035282059461e-01	5.792580213903743003e-01	-4.190097664034388991e-01
5.802584670231728525e-01	-4.190108226740903441e-01	5.802584670231728525e-01	-4.190106041952310623e-01
5.812589126559714048e-01	-4.190115014533759563e-01	5.812589126559714048e-01	-4.190114084967369590e-01
5.822593582887700681e-01	-4.190121256800838356e-01	5.822593582887700681e-01	-4.190121609339766962e-01
5.832598039215686203e-01	-4.190126852454704176e-01	5.832598039215686203e-01	-4.190128464271150599e-01
5.842602495543671726e-01	-4.190131710276356336e-01	5.842602495543671726e-01	-4.190134521084534769e-01
5.852606951871657248e-01	-4.190135747605785999e-01	5.852606951871657248e-01	-4.190139664349578630e-01
5.862611408199642771e-01	-4.190138889401559541e-01	5.862611408199642771e-01	-4.190143783972919977e-01
5.872615864527629403e-01	-4.190141072573262959e-01	5.872615864527629403e-01	-4.190146784688656423e-01
5.882620320855614926e-01	-4.190142252802537270e-01	5.882620320855614926e-01	-4.190148596196078823e-01
5.892624777183600449e-01	-4.190142407065781671e-01	5.892624777183600449e-01	-4.190149179553673275e-01
5.902629233511585971e-01	-4.190141539285249794e-01	5.902629233511585971e-01	-4.190148533229000605e-01
5.912633689839571494e-01	-4.190139678471453411e-01	5.912633689839571494e-01	-4.190146681863313183e-01
5.922638146167558126e-01	-4.190136874109545162e-01	5.922638146167558126e-01	-4.190143676030117503e-01
5.932642602495543649e-01	-4.190133191388762945e-01	5.932642602495543649e-01	-4.190139586683655493e-01
5.942647058823529171e-01	-4.190128707889217985e-01	5.942647058823529171e-01	-4.190134504153570361e-01
5.952651515151514694e-01	-4.190123513359468865e-01	5.952651515151514694e-01	-4.190128538916657042e-01
5.962655971479500217e-01	-4.190117711651430432e-01	5.962655971479500217e-01	-4.190121821603741692e-01
5.972660427807486849e-01	-4.190111423732329476e-01	5.972660427807486849e-01	-4.190114502662162232e-01
5.982664884135472372e-01	-4.190104789103560878e-01	5.982664884135472372e-01	-4.190106752774736543e-01
5.992669340463457894e-01	-4.190097964461648172e-01	5.992669340463457894e-01	-4.190098762283426814e-01
